task_id,source_task_id,machine_type,machine_model,task_type,operator_skill_level,operator_experience_years,material_type,material_density,target_quantity,terrain_type,terrain_slope_percent,soil_moisture,weather_condition,temperature_c,rainfall_mm,visibility_m,distance_m,machine_age_years,idle_ratio,average_engine_load,average_rpm,estimated_duration_min,actual_duration_min
TH02126,,MOTOR_GRADER,MG-336GC,Earth Excavation,BEGINNER,1.4,ASPHALT_MILLINGS,1.4,849.7,FLAT,3.9,12.6,CLOUDY,36.8,0.0,8663.0,1565.0,10.0,0.244,43.8,1055.0,495.7,614.6
TH02127,,EXCAVATOR,EX-972XE,Demolition,INTERMEDIATE,6.7,CRUSHED_STONE,1.7,1245.2,FLAT,0.0,12.1,CLOUDY,34.3,0.0,4896.0,1123.0,3.7,0.073,64.9,1711.0,476.1,492.6
TH02128,,MOTOR_GRADER,MG-986XE,Material Loading,BEGINNER,1.0,CLAY,1.6,1909.4,FLAT,0.0,3.0,SUNNY,19.2,0.0,5641.0,1007.0,12.4,0.187,69.8,1845.0,928.2,1044.9
TH02129,,MOTOR_GRADER,MG-160D,Material Loading,BEGINNER,2.3,CRUSHED_STONE,1.7,136.5,UNEVEN,1.6,3.0,CLOUDY,22.6,0.0,7235.0,3185.0,7.7,0.261,41.1,1768.0,63.1,73.1
TH02130,,MOTOR_GRADER,MG-986XE,Grading,BEGINNER,2.3,CLAY,1.6,3669.9,FLAT,1.5,7.0,CLOUDY,28.5,0.0,8975.0,3286.0,12.4,0.168,29.4,1840.0,229.1,237.9
TH02131,,DOZER,DZ-160GC,Road Preparation,EXPERT,14.9,ASPHALT_MILLINGS,1.4,4062.0,MOUNTAINOUS,24.0,33.6,SUNNY,24.4,0.0,8189.0,1029.0,14.4,0.174,25.3,1370.0,249.2,410.4
TH02132,,EXCAVATOR,EX-972,Earth Excavation,EXPERT,23.4,CLAY,1.6,1035.3,UNEVEN,2.7,46.4,STORM,17.2,15.6,119.0,1711.0,7.8,0.082,100.0,1574.0,267.7,643.1
TH02133,,EXCAVATOR,EX-950D2,Demolition,EXPERT,22.8,ASPHALT_MILLINGS,1.4,683.1,HILLY,12.5,3.0,SUNNY,19.8,0.0,7280.0,3394.0,3.2,0.01,69.5,1852.0,236.5,232.6
TH02134,,ARTICULATED_HAULER,AH-226D,Hauling,INTERMEDIATE,2.7,GRAVEL,1.8,2357.1,ROLLING,5.9,13.8,CLOUDY,36.3,0.0,3372.0,3061.0,2.4,0.065,71.6,1261.0,879.9,1358.6
TH02135,,COMPACTOR,CP-950,Soil Compaction,BEGINNER,0.5,ROCK_FILL,2.2,2324.4,ROLLING,9.2,18.5,CLOUDY,23.4,0.0,5368.0,3193.0,3.4,0.192,78.7,1742.0,112.9,141.0
TH02136,,MOTOR_GRADER,MG-160D,Grading,INTERMEDIATE,2.1,CLAY,1.6,4202.9,UNEVEN,2.2,36.1,RAINY,30.5,8.9,1137.0,2273.0,7.7,0.173,73.0,1572.0,206.8,331.4
TH02137,,ARTICULATED_HAULER,AH-140D2,Hauling,BEGINNER,1.6,CRUSHED_STONE,1.7,1673.1,ROLLING,5.5,13.1,SUNNY,24.8,0.0,9786.0,3115.0,7.4,0.3,31.0,1475.0,766.0,1589.9
TH02138,,BACKHOE_LOADER,BL-986GC,Trenching,INTERMEDIATE,7.1,ASPHALT_MILLINGS,1.4,237.9,MOUNTAINOUS,11.2,3.0,CLOUDY,28.5,0.0,7046.0,2385.0,7.3,0.149,61.1,1811.0,141.0,171.1
TH02139,,EXCAVATOR,EX-320GC,Material Stockpiling,EXPERT,23.6,ROCK_FILL,2.2,559.2,MOUNTAINOUS,13.9,22.2,CLOUDY,32.3,0.0,4068.0,1975.0,5.3,0.1,49.7,1672.0,161.6,266.9
TH02140,,COMPACTOR,CP-986D2,Soil Compaction,BEGINNER,1.8,ROCK_FILL,2.2,2658.3,ROLLING,6.4,20.0,CLOUDY,29.3,0.0,8639.0,326.0,8.3,0.395,90.5,1215.0,121.0,171.1
TH02141,,EXCAVATOR,EX-140GC,Demolition,BEGINNER,0.8,ASPHALT_MILLINGS,1.4,854.2,UNEVEN,0.1,24.1,CLOUDY,10.5,0.0,7509.0,3241.0,5.6,0.192,73.7,1387.0,462.2,522.7
TH02142,,WHEEL_LOADER,WL-986,Material Stockpiling,EXPERT,14.9,SAND,1.5,1662.8,MOUNTAINOUS,20.4,24.2,RAINY,,7.3,821.0,2613.0,11.8,0.126,32.0,1037.0,291.1,856.4
TH02143,,BACKHOE_LOADER,BL-220GC,Trenching,BEGINNER,1.8,GRAVEL,1.8,564.0,UNEVEN,0.0,18.0,SUNNY,20.7,0.0,8788.0,3151.0,3.0,0.249,36.1,1763.0,408.3,475.0
TH02144,,BACKHOE_LOADER,BL-986GC,Trenching,BEGINNER,0.5,ASPHALT_MILLINGS,1.4,71.9,MOUNTAINOUS,12.2,11.6,SUNNY,18.8,0.0,6246.0,584.0,7.3,0.195,53.5,1698.0,54.2,55.1
TH02145,,BACKHOE_LOADER,BL-986GC,Trenching,EXPERT,23.4,GRAVEL,1.8,575.0,MOUNTAINOUS,8.5,41.1,RAINY,27.6,11.8,970.0,2043.0,7.3,0.17,69.6,1524.0,285.6,521.1
TH02146,,BACKHOE_LOADER,BL-390D2,Trenching,EXPERT,14.9,CRUSHED_STONE,1.7,363.8,UNEVEN,0.2,33.4,RAINY,25.7,10.4,1573.0,2995.0,4.2,0.075,44.9,1626.0,181.5,235.7
TH02147,,WHEEL_LOADER,WL-986,Material Stockpiling,BEGINNER,0.8,CLAY,1.6,280.0,MOUNTAINOUS,22.8,8.8,SUNNY,16.3,0.0,8519.0,3109.0,11.8,0.241,27.1,1802.0,79.6,194.8
TH02148,,ARTICULATED_HAULER,AH-140D2,Hauling,INTERMEDIATE,5.5,CRUSHED_STONE,1.7,1138.6,ROLLING,12.1,7.8,CLOUDY,26.8,0.0,7987.0,785.0,7.4,0.147,52.2,1955.0,395.2,557.5
TH02149,,BACKHOE_LOADER,BL-986D,Trenching,BEGINNER,0.6,SAND,1.5,156.4,FLAT,5.8,26.6,SUNNY,26.8,0.0,5670.0,3281.0,12.0,0.206,52.4,1286.0,120.9,153.9
TH02150,,MOTOR_GRADER,MG-986D2,Earth Excavation,BEGINNER,0.6,SAND,1.5,226.7,HILLY,13.9,14.8,CLOUDY,16.6,0.0,7780.0,2604.0,11.1,0.311,65.5,1988.0,162.8,199.9
TH02151,,BACKHOE_LOADER,BL-390,Trenching,INTERMEDIATE,7.0,CLAY,1.6,289.1,FLAT,1.7,15.5,CLOUDY,5.7,0.0,5493.0,229.0,10.5,0.231,30.7,1381.0,168.1,189.9
TH02152,,ARTICULATED_HAULER,AH-336,Trenching,INTERMEDIATE,3.9,TOPSOIL,1.3,160.5,UNEVEN,2.8,11.3,SUNNY,35.2,0.0,6046.0,1663.0,8.5,0.179,41.8,1637.0,181.9,208.5
TH02153,,ARTICULATED_HAULER,AH-140D2,Hauling,BEGINNER,1.6,CRUSHED_STONE,1.7,2441.5,ROLLING,5.6,7.3,SUNNY,23.7,0.0,7631.0,373.0,7.4,0.177,41.9,1743.0,1135.5,1097.3
TH02154,,COMPACTOR,CP-950,Demolition,INTERMEDIATE,4.4,GRAVEL,1.8,271.1,ROLLING,8.9,53.4,RAINY,18.2,13.5,449.0,1689.0,3.4,0.245,58.1,1872.0,209.2,433.7
TH02155,,BACKHOE_LOADER,BL-390D2,Trenching,INTERMEDIATE,5.1,ASPHALT_MILLINGS,1.4,190.8,UNEVEN,2.3,14.9,CLOUDY,21.1,0.0,,2434.0,4.2,0.178,86.0,1965.0,107.4,120.9
TH02156,,EXCAVATOR,EX-226XE,Trenching,BEGINNER,0.6,CRUSHED_STONE,1.7,179.1,FLAT,4.2,11.0,CLOUDY,21.6,0.0,6740.0,1097.0,13.8,0.332,58.2,1577.0,145.0,191.3
TH02157,,WHEEL_LOADER,WL-972XE,Demolition,INTERMEDIATE,3.0,CRUSHED_STONE,1.7,734.1,FLAT,4.2,9.5,SUNNY,21.0,0.0,5889.0,3273.0,14.4,0.064,80.0,1518.0,630.7,623.0
TH02158,,COMPACTOR,CP-950,Road Preparation,EXPERT,14.9,CLAY,1.6,5648.6,ROLLING,0.0,39.8,RAINY,29.6,12.0,1420.0,3026.0,3.4,0.042,75.1,1264.0,356.9,451.6
TH02159,,MOTOR_GRADER,MG-986D2,Grading,INTERMEDIATE,7.6,CLAY,1.6,1526.4,HILLY,16.1,85.1,STORM,20.4,34.5,328.0,2752.0,11.1,0.106,53.5,1674.0,73.8,249.1
TH02160,,WHEEL_LOADER,WL-972XE,Grading,INTERMEDIATE,5.1,SAND,1.5,4504.4,FLAT,0.0,17.7,SUNNY,21.2,0.0,5849.0,2464.0,14.4,0.192,75.0,1445.0,432.5,480.1
TH02161,,BACKHOE_LOADER,BL-390D2,Trenching,EXPERT,23.6,ASPHALT_MILLINGS,1.4,259.2,UNEVEN,3.6,30.8,CLOUDY,26.2,0.0,3478.0,509.0,4.2,0.079,57.0,1634.0,132.6,116.8
TH02162,,MOTOR_GRADER,MG-220D2,Road Preparation,INTERMEDIATE,7.7,SAND,1.5,809.6,UNEVEN,0.0,16.9,RAINY,15.4,5.6,773.0,887.0,1.2,0.01,72.1,1736.0,59.6,75.1
TH02163,,COMPACTOR,CP-972D2,Road Preparation,INTERMEDIATE,5.1,CRUSHED_STONE,1.7,4448.9,MOUNTAINOUS,22.0,20.0,SUNNY,31.8,0.0,6730.0,1908.0,4.2,0.142,69.8,1787.0,323.2,434.1
TH02164,,COMPACTOR,CP-972D2,Material Stockpiling,BEGINNER,1.0,CLAY,1.6,2347.7,MOUNTAINOUS,29.6,14.7,WINDY,39.7,0.0,8868.0,1786.0,4.2,0.271,68.0,1337.0,1046.8,2713.4
TH02165,,BACKHOE_LOADER,BL-390D2,Trenching,INTERMEDIATE,7.0,GRAVEL,1.8,596.3,UNEVEN,0.2,21.6,SUNNY,26.3,0.0,6176.0,3194.0,4.2,0.267,75.6,1432.0,351.5,437.7
TH02166,,DOZER,DZ-349D,Road Preparation,INTERMEDIATE,7.1,GRAVEL,1.8,3261.8,ROLLING,9.2,22.7,SUNNY,15.8,0.0,6559.0,495.0,10.1,0.234,42.6,1771.0,235.6,281.2
TH02167,,COMPACTOR,CP-972D2,Earth Excavation,INTERMEDIATE,4.4,TOPSOIL,1.3,1319.8,MOUNTAINOUS,21.6,13.1,SUNNY,23.4,0.0,8202.0,733.0,4.2,0.196,92.0,1555.0,780.1,1041.1
TH02168,,WHEEL_LOADER,WL-986,Material Loading,INTERMEDIATE,3.0,GRAVEL,1.8,1886.5,MOUNTAINOUS,15.7,14.7,RAINY,22.5,4.7,357.0,1458.0,11.8,0.223,34.7,1458.0,464.6,1096.2
TH02169,,DOZER,DZ-972,Demolition,INTERMEDIATE,2.6,GRAVEL,1.8,717.0,UNEVEN,2.3,10.4,SUNNY,10.2,0.0,9531.0,628.0,2.3,0.214,81.0,1833.0,300.5,340.3
TH02170,,ARTICULATED_HAULER,AH-120D2,Hauling,EXPERT,23.6,GRAVEL,1.8,2012.9,UNEVEN,4.7,5.5,CLOUDY,,0.0,5799.0,1434.0,2.8,0.124,52.8,1467.0,611.5,880.9
TH02171,,DOZER,DZ-160GC,Demolition,INTERMEDIATE,5.0,TOPSOIL,1.3,888.6,MOUNTAINOUS,17.9,15.4,CLOUDY,19.8,0.0,4805.0,1808.0,14.4,0.09,67.8,2079.0,339.6,513.6
TH02172,,WHEEL_LOADER,WL-140XE,Material Stockpiling,EXPERT,12.7,GRAVEL,1.8,2199.5,UNEVEN,0.0,16.8,RAINY,28.6,3.6,1228.0,1411.0,8.1,0.01,84.6,1740.0,395.6,680.9
TH02173,,EXCAVATOR,EX-950D2,Material Loading,INTERMEDIATE,5.5,CRUSHED_STONE,1.7,800.0,HILLY,8.9,13.2,CLOUDY,20.1,0.0,3284.0,973.0,3.2,0.164,69.2,1323.0,186.2,193.2
TH02174,,BACKHOE_LOADER,BL-390D2,Material Stockpiling,INTERMEDIATE,7.0,TOPSOIL,1.3,2214.5,UNEVEN,4.4,3.0,SUNNY,19.4,0.0,6333.0,865.0,4.2,0.262,62.8,1370.0,995.5,1623.6
TH02175,,DOZER,DZ-349D,Grading,BEGINNER,1.5,ASPHALT_MILLINGS,1.4,552.6,ROLLING,0.0,8.3,WINDY,29.4,0.0,4339.0,1850.0,10.1,0.271,58.8,1473.0,61.4,78.7
TH02176,,MOTOR_GRADER,MG-336GC,Road Preparation,BEGINNER,1.5,SAND,1.5,5769.4,FLAT,0.0,15.6,SUNNY,39.9,0.0,9205.0,2577.0,10.0,0.243,63.1,1371.0,532.5,574.4
TH02177,,DOZER,DZ-160GC,Demolition,EXPERT,14.9,TOPSOIL,1.3,1238.3,MOUNTAINOUS,16.5,9.6,SUNNY,24.7,0.0,8776.0,645.0,14.4,0.081,78.6,1342.0,414.8,536.2
TH02178,,DOZER,DZ-349D,Material Stockpiling,EXPERT,17.3,GRAVEL,1.8,1604.0,ROLLING,6.8,16.9,FOG,12.9,0.0,146.0,1275.0,10.1,0.224,58.4,1544.0,287.3,710.3
TH02179,,ARTICULATED_HAULER,AH-336,Hauling,BEGINNER,1.4,CRUSHED_STONE,1.7,362.0,UNEVEN,6.4,25.4,RAINY,26.9,9.8,974.0,2097.0,8.5,0.24,59.0,1431.0,163.5,390.3
TH02180,,MOTOR_GRADER,MG-390D2,Road Preparation,BEGINNER,1.0,ASPHALT_MILLINGS,1.4,1380.0,FLAT,1.4,3.0,WINDY,20.3,0.0,5009.0,419.0,8.3,0.343,59.4,1324.0,136.8,166.6
TH02181,,BACKHOE_LOADER,BL-986GC,Trenching,INTERMEDIATE,5.5,TOPSOIL,1.3,309.3,MOUNTAINOUS,7.0,8.8,WINDY,30.7,0.0,6606.0,584.0,7.3,0.118,43.9,1585.0,174.2,196.0
TH02182,,ARTICULATED_HAULER,AH-349D,Grading,INTERMEDIATE,4.4,TOPSOIL,1.3,5021.5,ROLLING,5.8,13.1,SUNNY,24.9,0.0,8449.0,1783.0,0.8,0.273,41.5,1410.0,433.8,597.5
TH02183,,COMPACTOR,CP-972D2,Earth Excavation,INTERMEDIATE,7.7,CLAY,1.6,223.4,MOUNTAINOUS,25.9,5.4,SUNNY,32.5,0.0,9567.0,3209.0,4.2,0.01,100.0,1751.0,103.6,145.1
TH02184,,EXCAVATOR,EX-140GC,Earth Excavation,EXPERT,15.9,ASPHALT_MILLINGS,1.4,249.3,UNEVEN,1.9,19.4,CLOUDY,29.1,0.0,6382.0,279.0,5.6,0.01,62.9,1782.0,62.9,55.5
TH02185,,DOZER,DZ-986GC,Demolition,INTERMEDIATE,6.4,CRUSHED_STONE,1.7,1144.0,FLAT,2.1,9.1,CLOUDY,24.8,0.0,6981.0,3256.0,12.0,0.104,65.8,1515.0,437.8,498.5
TH02186,,EXCAVATOR,EX-950D2,Trenching,BEGINNER,1.8,CRUSHED_STONE,1.7,206.0,HILLY,13.8,12.5,SUNNY,26.3,0.0,6586.0,1413.0,3.2,0.243,44.6,1769.0,156.5,215.1
TH02187,,BACKHOE_LOADER,BL-986GC,Trenching,INTERMEDIATE,7.6,ASPHALT_MILLINGS,1.4,250.4,ROLLING,10.4,18.7,RAINY,26.8,7.2,787.0,772.0,10.6,0.187,57.1,1842.0,140.5,258.7
TH02188,,EXCAVATOR,EX-336XE,Demolition,BEGINNER,1.8,ROCK_FILL,2.2,854.0,UNEVEN,3.4,13.4,WINDY,15.5,0.0,7556.0,1958.0,4.7,0.245,74.3,2048.0,425.0,626.7
TH02189,,WHEEL_LOADER,WL-390,Material Loading,INTERMEDIATE,7.1,TOPSOIL,1.3,245.3,UNEVEN,2.6,4.6,FOG,17.8,0.9,148.0,142.0,9.6,0.129,41.9,1965.0,57.9,93.9
TH02190,,ARTICULATED_HAULER,AH-336,Hauling,INTERMEDIATE,5.1,CLAY,1.6,1427.8,UNEVEN,0.6,19.3,CLOUDY,18.0,0.0,7822.0,903.0,8.5,0.08,39.8,2244.0,475.9,473.4
TH02191,,COMPACTOR,CP-986D2,Road Preparation,INTERMEDIATE,6.8,ROCK_FILL,2.2,4188.2,ROLLING,5.5,4.8,CLOUDY,18.0,0.0,4033.0,119.0,8.3,0.01,91.0,2167.0,300.4,393.0
TH02192,,EXCAVATOR,EX-972XE,Demolition,INTERMEDIATE,5.5,CLAY,1.6,698.7,FLAT,0.1,8.3,WINDY,11.8,0.0,5533.0,1095.0,3.7,0.2,63.8,1451.0,287.4,297.1
TH02193,,MOTOR_GRADER,MG-986XE,Soil Compaction,EXPERT,19.9,CRUSHED_STONE,1.7,3268.4,FLAT,0.0,14.4,WINDY,27.2,0.0,5266.0,1122.0,12.4,0.066,69.2,1617.0,182.9,220.4
TH02194,,ARTICULATED_HAULER,AH-140D2,Hauling,INTERMEDIATE,6.8,CRUSHED_STONE,1.7,2078.6,ROLLING,6.3,8.1,RAINY,,1.3,1244.0,1934.0,7.4,0.075,68.3,1693.0,738.1,1590.5
TH02195,,EXCAVATOR,EX-972,Trenching,EXPERT,23.4,CRUSHED_STONE,1.7,570.4,UNEVEN,1.7,31.8,RAINY,27.0,8.9,1381.0,2753.0,7.8,0.18,52.0,1509.0,281.3,413.1
TH02196,,BACKHOE_LOADER,BL-390,Trenching,EXPERT,15.9,CLAY,1.6,62.0,FLAT,1.7,26.6,WINDY,25.8,0.0,5318.0,1183.0,10.5,0.143,71.9,1724.0,31.3,37.2
TH02197,,ARTICULATED_HAULER,AH-336,Hauling,INTERMEDIATE,5.0,TOPSOIL,1.3,151.8,UNEVEN,1.9,22.4,CLOUDY,18.7,0.0,5228.0,1355.0,8.5,0.044,47.2,1549.0,53.0,66.9
TH02198,,BACKHOE_LOADER,BL-220GC,Trenching,EXPERT,23.6,CLAY,1.6,270.6,UNEVEN,0.0,8.1,RAINY,16.5,3.0,1742.0,1281.0,3.0,0.128,38.0,1543.0,139.5,161.6
TH02199,,MOTOR_GRADER,MG-220D2,Demolition,INTERMEDIATE,7.6,GRAVEL,1.8,1210.9,UNEVEN,0.8,33.1,RAINY,34.6,11.2,1232.0,469.0,1.2,0.087,72.2,1708.0,846.8,1145.0
TH02200,,MOTOR_GRADER,MG-390D2,Road Preparation,INTERMEDIATE,7.1,CLAY,1.6,3940.3,FLAT,0.2,41.3,RAINY,10.2,10.3,1436.0,644.0,8.3,0.118,25.9,1592.0,277.3,430.0
TH02201,,BACKHOE_LOADER,BL-390D2,Soil Compaction,INTERMEDIATE,7.1,CLAY,1.6,3538.2,UNEVEN,2.1,6.4,FOG,24.9,0.9,246.0,3459.0,4.2,0.105,64.4,1676.0,290.3,456.1
TH02202,,EXCAVATOR,EX-226D2,Demolition,BEGINNER,0.6,TOPSOIL,1.3,681.7,MOUNTAINOUS,19.4,6.1,FOG,29.5,0.3,277.0,693.0,1.1,0.313,52.0,1333.0,355.3,651.3
TH02203,,EXCAVATOR,EX-972XE,Material Loading,INTERMEDIATE,3.6,ASPHALT_MILLINGS,1.4,129.7,FLAT,2.5,16.6,SUNNY,13.2,0.0,7162.0,2683.0,3.7,0.166,68.9,1299.0,32.7,32.4
TH02204,,EXCAVATOR,EX-226D2,Earth Excavation,INTERMEDIATE,6.4,ASPHALT_MILLINGS,1.4,589.5,MOUNTAINOUS,20.7,28.3,RAINY,12.5,5.2,920.0,1894.0,1.1,0.102,65.4,1734.0,170.7,309.7
TH02205,,DOZER,DZ-986D2,Demolition,INTERMEDIATE,7.1,GRAVEL,1.8,686.2,FLAT,2.4,38.9,RAINY,25.1,14.4,302.0,2400.0,13.6,0.126,72.8,1320.0,279.8,498.8
TH02206,,WHEEL_LOADER,WL-336,Material Stockpiling,BEGINNER,2.3,TOPSOIL,1.3,1208.9,ROLLING,10.8,19.3,CLOUDY,15.7,0.0,3940.0,2543.0,7.7,0.205,52.2,1534.0,330.3,517.2
TH02207,,ARTICULATED_HAULER,AH-336,Hauling,INTERMEDIATE,2.1,ASPHALT_MILLINGS,1.4,451.3,UNEVEN,0.9,18.2,SUNNY,32.0,0.0,8504.0,1558.0,8.5,0.122,67.4,1641.0,164.3,187.1
TH02208,,DOZER,DZ-972,Road Preparation,EXPERT,22.8,SAND,1.5,641.9,UNEVEN,5.3,15.5,CLOUDY,33.9,0.0,5052.0,190.0,2.3,0.01,45.3,1479.0,40.9,31.2
TH02209,,WHEEL_LOADER,WL-390,Material Loading,EXPERT,15.9,SAND,1.5,1494.8,UNEVEN,0.0,3.0,SUNNY,24.8,0.0,5611.0,448.0,9.6,0.101,,1706.0,312.2,318.4
TH02210,,ARTICULATED_HAULER,AH-140D2,Hauling,INTERMEDIATE,4.4,ASPHALT_MILLINGS,1.4,1944.9,ROLLING,10.2,5.5,SUNNY,28.6,0.0,8817.0,1369.0,7.4,0.207,60.0,1367.0,666.4,885.1
TH02211,,MOTOR_GRADER,MG-986D2,Soil Compaction,EXPERT,14.9,ASPHALT_MILLINGS,1.4,4992.4,HILLY,10.1,16.0,CLOUDY,26.7,0.0,3543.0,3207.0,11.1,0.041,63.9,1615.0,348.7,415.1
TH02212,,EXCAVATOR,EX-220XE,Earth Excavation,INTERMEDIATE,5.5,CRUSHED_STONE,1.7,105.5,ROLLING,5.7,3.0,CLOUDY,21.6,0.0,7683.0,2622.0,10.9,0.152,90.6,1890.0,30.5,36.7
TH02213,,ARTICULATED_HAULER,AH-120D2,Hauling,EXPERT,17.3,GRAVEL,1.8,1535.2,UNEVEN,4.1,30.0,RAINY,21.2,12.0,1211.0,2214.0,2.8,0.167,63.8,1904.0,465.3,1030.2
TH02214,,WHEEL_LOADER,WL-140XE,Material Stockpiling,INTERMEDIATE,7.6,CRUSHED_STONE,1.7,1540.4,UNEVEN,0.0,11.4,CLOUDY,22.9,0.0,6382.0,2644.0,8.1,0.072,47.4,2234.0,321.9,469.1
TH02215,,BACKHOE_LOADER,BL-390D2,Trenching,EXPERT,17.3,TOPSOIL,1.3,68.4,UNEVEN,3.7,4.2,SUNNY,17.1,0.0,6725.0,883.0,4.2,0.176,77.2,1629.0,35.4,33.6
TH02216,,EXCAVATOR,EX-950D2,Trenching,EXPERT,7.3,CRUSHED_STONE,1.7,582.0,HILLY,12.9,27.3,RAINY,18.4,5.0,464.0,228.0,3.2,0.149,61.2,2026.0,293.0,541.1
TH02217,,DOZER,DZ-950D,Demolition,BEGINNER,2.5,SAND,1.5,832.5,MOUNTAINOUS,8.2,11.5,WINDY,21.5,0.0,3032.0,2013.0,1.6,0.17,57.2,1482.0,411.1,487.1
TH02218,,DOZER,DZ-160GC,Grading,INTERMEDIATE,5.1,TOPSOIL,1.3,5056.4,MOUNTAINOUS,16.1,24.4,SUNNY,21.5,0.0,8191.0,2201.0,14.4,0.101,72.8,2063.0,413.4,580.6
TH02219,,MOTOR_GRADER,MG-986D2,Grading,BEGINNER,1.6,ASPHALT_MILLINGS,1.4,4161.3,HILLY,11.0,53.3,STORM,11.8,19.7,319.0,582.0,11.1,0.229,51.3,1942.0,264.7,839.8
TH02220,,EXCAVATOR,EX-972XE,Trenching,BEGINNER,0.6,GRAVEL,1.8,80.2,FLAT,8.9,11.3,FOG,21.0,0.7,48.0,3032.0,3.7,0.269,43.6,1617.0,60.9,123.4
TH02221,,WHEEL_LOADER,WL-140XE,Material Stockpiling,BEGINNER,1.8,TOPSOIL,1.3,517.8,UNEVEN,0.0,18.8,CLOUDY,18.7,0.0,5266.0,138.0,8.1,0.3,54.8,2062.0,140.8,147.8
TH02222,,MOTOR_GRADER,MG-336GC,Grading,EXPERT,23.6,TOPSOIL,1.3,3366.6,FLAT,0.0,11.8,CLOUDY,26.5,0.0,5834.0,895.0,10.0,0.124,,1379.0,134.5,131.4
TH02223,,DOZER,DZ-950D,Material Stockpiling,EXPERT,23.6,ROCK_FILL,2.2,2333.0,MOUNTAINOUS,12.1,5.9,SUNNY,16.2,0.0,8164.0,1181.0,1.6,0.134,59.6,1746.0,424.1,589.3
TH02224,,EXCAVATOR,EX-140GC,Grading,INTERMEDIATE,7.7,ASPHALT_MILLINGS,1.4,2113.8,UNEVEN,0.0,9.8,CLOUDY,27.4,0.0,4484.0,438.0,5.6,0.061,46.7,2004.0,185.7,186.0
TH02225,,EXCAVATOR,EX-390D2,Material Loading,INTERMEDIATE,3.9,CLAY,1.6,1783.1,FLAT,5.5,13.3,SUNNY,10.2,0.0,5011.0,158.0,14.3,0.106,57.1,1297.0,425.7,444.7
TH02226,,MOTOR_GRADER,MG-986D2,Road Preparation,INTERMEDIATE,5.5,SAND,1.5,1787.6,HILLY,14.3,23.6,RAINY,33.4,6.3,1009.0,137.0,11.1,0.171,64.2,1597.0,131.0,241.9
TH02227,,ARTICULATED_HAULER,AH-226D,Hauling,EXPERT,7.3,ROCK_FILL,2.2,1656.0,ROLLING,7.2,34.7,RAINY,15.3,5.9,736.0,1873.0,2.4,0.099,41.4,2193.0,501.6,1156.5
TH02228,,WHEEL_LOADER,WL-336,Material Loading,INTERMEDIATE,3.0,CLAY,1.6,1702.8,ROLLING,9.0,18.9,CLOUDY,10.4,0.0,5097.0,2265.0,7.7,0.047,30.2,1269.0,415.1,562.2
TH02229,,MOTOR_GRADER,MG-390D2,Trenching,EXPERT,7.3,SAND,1.5,278.4,FLAT,3.3,9.1,SUNNY,20.4,0.0,8215.0,1070.0,8.3,0.01,61.4,2178.0,236.4,210.1
TH02230,,WHEEL_LOADER,WL-140XE,Demolition,EXPERT,14.9,GRAVEL,1.8,261.9,UNEVEN,3.0,3.0,SUNNY,31.2,0.0,7297.0,3479.0,8.1,0.01,91.1,1362.0,154.3,149.3
TH02231,,MOTOR_GRADER,MG-986D2,Soil Compaction,BEGINNER,2.3,ASPHALT_MILLINGS,1.4,5197.0,HILLY,17.9,15.9,SUNNY,20.4,0.0,7718.0,2897.0,11.1,0.238,28.5,1060.0,379.1,640.6
TH02232,,EXCAVATOR,EX-336XE,Trenching,INTERMEDIATE,3.9,SAND,1.5,302.3,UNEVEN,0.0,20.7,SUNNY,30.2,0.0,7294.0,3140.0,4.7,0.194,51.8,1132.0,176.4,165.2
TH02233,,ARTICULATED_HAULER,AH-336,Hauling,INTERMEDIATE,7.1,SAND,1.5,1136.1,UNEVEN,3.1,9.6,RAINY,28.1,3.5,913.0,888.0,8.5,0.103,56.7,987.0,379.8,670.8
TH02234,,DOZER,DZ-986D2,Material Loading,INTERMEDIATE,7.0,ASPHALT_MILLINGS,1.4,1616.3,FLAT,0.0,10.6,WINDY,16.4,0.0,5714.0,3356.0,13.6,0.186,59.0,1272.0,634.5,690.2
TH02235,,MOTOR_GRADER,MG-336GC,Grading,BEGINNER,0.5,ASPHALT_MILLINGS,1.4,1509.0,FLAT,6.4,13.3,CLOUDY,22.2,0.0,5322.0,2189.0,10.0,0.224,86.9,1498.0,97.9,107.3
TH02236,,DOZER,DZ-986GC,Earth Excavation,INTERMEDIATE,4.4,TOPSOIL,1.3,933.1,FLAT,1.1,22.0,CLOUDY,17.6,0.0,6813.0,2111.0,12.0,0.317,31.3,1997.0,447.4,561.1
TH02237,,BACKHOE_LOADER,BL-986GC,Trenching,EXPERT,20.5,GRAVEL,1.8,555.8,ROLLING,10.6,3.0,SUNNY,26.1,0.0,7259.0,2547.0,10.6,0.122,77.0,1198.0,285.4,315.2
TH02238,,COMPACTOR,CP-986D2,Grading,INTERMEDIATE,7.0,TOPSOIL,1.3,3694.2,ROLLING,12.2,17.5,CLOUDY,16.1,0.0,6979.0,3250.0,8.3,0.211,56.1,1470.0,280.9,354.7
TH02239,,WHEEL_LOADER,WL-390D2,Material Stockpiling,INTERMEDIATE,5.8,CLAY,1.6,322.6,ROLLING,12.2,17.2,SUNNY,30.4,0.0,9882.0,2463.0,14.3,0.231,73.3,2040.0,69.0,133.1
